SMILES,Title,Rationale1,Rationale2,Core1,Core2,SA,QED,Weight,LogP,TPSA,HBA,HBD,RotBond,Filtered,6Y9S_SP,4WHZ_SP,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
O=C1NC(=O)C(c2cccc3cnccc23)=C1c1ccccc1,AIxFuse|_C0_A3S0_R26|_C23_A9S0_R0,O=C1C=C(c2ccccc2)C(=O)N1,c1ccc2cnccc2c1,O=C1C=CC(=O)N1,c1ccc2cnccc2c1,2.1808070519635,0.7403525161507566,300.317,2.8020000000000005,59.06,3,1,2,True,-9.12602581661614,-9.70282450579386,CHEMBL4098678,0.612751992498828,CHEMBL1784666,0.6342249436029649,0.17647058823529413,0.2641509433962264
CSc1ccc(-c2nnc(NNc3cccc(C(N)(=O)Nc4ccc(Nc5nccc(-c6cccnc6)n5)cc4)c3C)o2)cc1,AIxFuse|_C62_A5S34_R0|_C0_A0S77_R3,CSc1ccc(-c2nnc(N)o2)cc1,Cc1c(N)cccc1C(N)(=O)Nc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,CSc1ccccc1,Nc1ccccc1,,,,,,,,,,,,,,,,,
CS(=O)Nc1ccc(Cc2cccc(Cl)c2Nc2cc3cnn(-c4csc(C(=O)NC5CC5)c4)c3cc2F)cc1,AIxFuse|_C4_A0S0_R3|_C9_A2S3_R1,Cc1ccc(NS(C)=O)cc1,O=C(NC1CC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,Cc1ccccc1,Fc1ccc2cn[nH]c2c1,3.6162604248141115,0.17512346139960677,594.1370000000003,6.811500000000005,88.05000000000001,6,3,9,True,-8.63993665346179,-9.53123623059792,CHEMBL594755,0.46257324420236035,CHEMBL4853789,0.5991790759831996,0.1111111111111111,0.422680412371134
COC1CCC(NC(=O)c2n[nH]cc2NC(=O)C2CCC(NC(N)=O)CC2)CC1,AIxFuse|_C48_A5S7_R0|_C27_A4S0_R4,COC1CCC(NC(=O)c2n[nH]cc2NC=O)CC1,NC(=O)NC1CCCCC1,COC1CCCCC1,NC1CCCCC1,2.8974467226469294,0.4816498457094446,406.48700000000036,1.2627000000000006,151.23,5,5,6,True,-8.99608251592506,-7.63417948698408,50234864,0.6715807730426164,CHEMBL3394097,0.5124175824175824,0.5901639344262295,0.12790697674418605
Nc1nccc(-c2ccnc(Nc3ccccc3)c2)n1,AIxFuse|_C11_A5S0_R2|_C7_A3S0_R1,Nc1ncccn1,c1ccc(Nc2ccccn2)cc1,Nc1ncccn1,Nc1ccccn1,2.0374469557564954,0.7594427094384202,263.304,2.8644000000000007,76.72,5,2,3,True,-8.63830544734768,-9.42896536272099,CHEMBL256518,0.7478463747307968,CHEMBL203792,0.6946323861073522,0.2545454545454545,0.4166666666666667
Cn1cc(C2=C(c3cnc4ccccn34)C(=O)NC2=O)c2cc(C(Cc3cccc4ccncc34)Nc3scc(Br)c3-c3ncn[nH]3)ccc21,AIxFuse|_C0_A3S10_R13|_C20_A4S40_R0,Cn1cc(C2=C(c3cnc4ccccn34)C(=O)NC2=O)c2ccccc21,Brc1csc(NCCc2cccc3ccncc23)c1-c1ncn[nH]1,O=C1C=CC(=O)N1,Brc1cscc1-c1ncn[nH]1,4.13065897530683,0.14371773268839444,740.647,6.946400000000004,134.89000000000001,10,3,8,True,-8.57629031614713,-10.4226632332266,CHEMBL4796602,0.4518114780378326,CHEMBL571023,0.5139931740614334,0.16891891891891891,0.1774193548387097
OC(=O)c1cn(C2CC2)c2c(F)c(NCCc3c[nH]c4ccccc34)c(F)c(-c3cccc(F)c3)c2c1=O,AIxFuse|_C10_A6S77_R0|_C3_A3S0_R0,OC(=O)c1cn(C2CC2)c2c(F)c(NCCc3c[nH]c4ccccc34)c(F)cc2c1=O,Fc1ccccc1,c1ccc2[nH]ccc2c1,Fc1ccccc1,2.890667958259936,0.23805597696354217,517.5070000000002,6.254800000000004,87.12,4,3,7,True,-8.50299686798113,-7.73487553540743,51189863,0.5334134856226831,CHEMBL3394110,0.4823952291479454,0.24489795918367346,0.21929824561403508
CSc1nc(-c2ccc(F)cc2-c2cccc(-n3nc(-c4ccccc4)c4ccccc43)n2)c(-c2ccnc(NC(=O)C3CC(=O)C3)c2)[nH]1,AIxFuse|_C3_A5S0_R5|_C11_A4S72_R14,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC(=O)C3)c2)[nH]1,c1ccc(-c2nn(-c3ccccn3)c3ccccc23)cc1,Fc1ccccc1,c1ccc2[nH]ncc2c1,3.2094835861529356,0.1580606093084219,665.7539999999999,7.985200000000008,118.44999999999999,8,2,8,True,-8.69727777095076,-7.76229799760772,CHEMBL321315,0.4112395321475535,CHEMBL3355999,0.4304368633349286,0.1743119266055046,0.19008264462809918
O=C(C=Cc1cnc2[nH]cc(-c3ccccc3)c2c1C(NCC(F)F)c1cc(-n2ncc3ccc(F)cc32)cs1)NCc1ccncc1,AIxFuse|_C9_A8S0_R3|_C9_A7S18_R4,O=C(C=Cc1cnc2[nH]cc(-c3ccccc3)c2c1)NCc1ccncc1,FC(F)CNCc1cc(-n2ncc3ccc(F)cc32)cs1,c1cnc2[nH]ccc2c1,Fc1ccc2cn[nH]c2c1,3.984713185537464,0.12504197449107346,663.729,7.438100000000006,100.52,7,3,11,False,-7.32370751934479,-8.24178260162665,CHEMBL4791286,0.36424645276748047,50383517,0.4191764877055143,0.16551724137931034,0.10606060606060606
Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(-c5ccc6occc6c5)c4)cn3)c2)cn1,AIxFuse|_C19_A0S0_R2|_C32_A4S18_R0,c1ccc2occc2c1,Cc1ccc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4)cn3)c2)cn1,c1ccc2occc2c1,Cc1ccccn1,2.5913260863768475,0.21790961518662877,528.5720000000002,6.885220000000005,114.08,6,3,6,True,-8.04710117570501,-8.67739928808153,CHEMBL4785551,0.5084842551802904,CHEMBL1761562,0.5695278573408482,0.17543859649122806,0.24489795918367346
CCn1cc(C2=C(c3cn4c5c(cccc35)CN(C(=O)c3ccc(C(N)=O)cc3)CC4)C(=O)NC2=O)c2cccnc21,AIxFuse|_C0_A2S3_R69|_C2_A6S0_R0,CCn1cc(C2=C(c3cn4c5c(cccc35)CN(C=O)CC4)C(=O)NC2=O)c2cccnc21,NC(=O)c1ccccc1,O=C1C=CC(=O)N1,NC(=O)c1ccccc1,2.9875169661658703,0.3195339823746336,558.5980000000003,3.333000000000001,132.32,7,2,5,True,-7.65907603311552,-8.18982867333435,51159550,0.5121646912039926,696054,0.5067486622474243,0.4691358024691358,0.136
CC(C)NC(N)(=O)NC1CCC(C2=C(c3ncc(C(F)(F)F)cc3Cl)C(=O)NC2=O)CC1,AIxFuse|_C0_A3S0_R95|_C27_A4S0_R1,O=C1C=C(c2ncc(C(F)(F)F)cc2Cl)C(=O)N1,CC(C)NC(N)(=O)NC1CCCCC1,O=C1C=CC(=O)N1,NC1CCCCC1,,,,,,,,,,,,,,,,,
Cn1c(NCC(c2ccc(F)cc2)c2cnc3cccc(CC(=O)Nc4scc(Br)c4-c4ncn[nH]4)c3c2)nc(-c2ccncc2)cc1=O,AIxFuse|_C43_A2S23_R0|_C15_A1S18_R0,Cn1c(NCCc2ccc(F)cc2)nc(-c2ccncc2)cc1=O,O=C(Cc1cccc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,Cn1cnc(-c2ccncc2)cc1=O,O=CNc1cc(Br)cs1,3.85112371016005,0.14332695133370205,736.631,6.563900000000005,143.37,10,3,10,True,-8.7049774136351,-8.99662234406387,CHEMBL1682842,0.40996566317974925,CHEMBL3394111,0.4223865594485927,0.25688073394495414,0.22131147540983606
CNCCNC(=O)c1cccc(N=C2NC(=O)C(=Cc3ccc(OC)c(OC)c3)S2)c1,AIxFuse|_C27_A4S0_R0|_C2_A7S0_R9,COc1ccc(C=C2SC(=N)NC2=O)cc1OC,CNCCNC(=O)c1ccccc1,C=C1SC(=N)NC1=O,NC(=O)c1ccccc1,2.763809123182817,0.4308614684113357,440.52500000000015,2.5446,101.05000000000001,7,3,8,True,-8.41081493843491,-9.48187698106943,CHEMBL4228654,0.5873229939312206,50319424,0.6282161234991424,0.13541666666666666,0.2608695652173913
Cn1c(N2CCOC(CCC(=O)c3cccc(-n4cc(NC(=O)Nc5cccc(Cl)c5)cn4)c3)C2)nc(-c2ccncc2F)cc1=O,AIxFuse|_C34_A2S23_R0|_C10_A5S18_R0,CCC1CN(c2nc(-c3ccncc3F)cc(=O)n2C)CCO1,O=Cc1cccc(-n2cc(NC(=O)Nc3cccc(Cl)c3)cn2)c1,Fc1cccnc1,Clc1ccccc1,3.5412067955298925,0.20324191502710487,657.1060000000001,5.332800000000004,136.27,10,2,9,True,-8.42698900159295,-9.8764757264972,13964,0.4514366956001197,CHEMBL246543,0.368073567554822,0.14285714285714285,0.16393442622950818
O=C(Nc1cnn(-c2csc(C(=O)c3ccnc(Nc4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)c2)c1)Nc1c(F)cccc1Cl,AIxFuse|_C11_A5S0_R17|_C14_A7S32_R0,FC(F)(F)c1cc(Nc2ncccn2)cc(C(F)(F)F)c1,O=Cc1cc(-n2cc(NC(=O)Nc3c(F)cccc3Cl)cn2)cs1,Nc1ncccn1,Fc1cccc(Cl)c1,3.24837646936615,0.11902543311002335,669.97,8.172500000000001,113.83,8,3,7,False,-7.52400121183726,-8.49941809766103,CHEMBL4787336,0.5149946062567422,CHEMBL3355166,0.5086364391297127,0.14074074074074075,0.34408602150537637
N#Cc1cccc(NC(=O)NC2COC3C(Nc4nccc(C(Cc5cccc6ncccc56)Nc5ccsc5-c5nnc[nH]5)n4)COC23)c1,AIxFuse|_C11_A5S0_R23|_C28_A9S33_R0,N#Cc1cccc(NC(=O)NC2COC3C(Nc4ncccn4)COC23)c1,C(Cc1cccc2ncccc12)Nc1ccsc1-c1nnc[nH]1,Nc1ncccn1,c1ccc2ncccc2c1,4.827488689713475,0.1318932372538445,685.7739999999999,4.9073800000000025,187.67999999999998,12,5,10,True,-9.23863692031054,-8.86819173946829,CHEMBL4749550,0.4504594344326519,CHEMBL3394099,0.4039384528514963,0.1510791366906475,0.14925373134328357
Cn1c(C(=O)c2sccc2NC(=O)Cc2cccc3cnccc23)nc(-c2ccccc2)cc1=O,AIxFuse|_C1_A2S0_R2|_C23_A9S29_R0,Cn1cnc(-c2ccccc2)cc1=O,O=Cc1sccc1NC(=O)Cc1cccc2cnccc12,Cn1cnccc1=O,c1ccc2cnccc2c1,2.6996002775646524,0.36207650559665194,480.5490000000002,4.469200000000004,93.94999999999999,7,1,6,True,-8.37026188927896,-9.05677516136457,CHEMBL4647289,0.6076262083780881,CHEMBL1644631,0.6332552194290584,0.1414141414141414,0.21505376344086022
COc1cccc(-c2nc3c(-c4cccc5cnccc45)ccnc3[nH]2)c1,AIxFuse|_C2_A6S18_R0|_C23_A9S0_R0,COc1cccc(-c2nc3cccnc3[nH]2)c1,c1ccc2cnccc2c1,COc1ccccc1,c1ccc2cnccc2c1,2.3918105772226372,0.5041056253618763,352.39700000000005,4.848700000000004,63.690000000000005,4,1,3,True,-8.77359916800899,-7.39693503837055,14655,0.614126700563419,CHEMBL3220500,0.6494504039200106,0.12987012987012986,0.14457831325301204
CC(NC1CCC(C(=O)Nc2ccccn2)C1)c1ccc(C)nc1,AIxFuse|_C53_A0S101_R0|_C32_A4S0_R0,CCNC1CCC(C(=O)Nc2ccccn2)C1,Cc1ccccn1,Nc1ccccn1,Cc1ccccn1,3.192547307032748,0.8858445630290679,324.42800000000005,3.2430200000000013,66.91,4,2,5,True,-7.32817013540214,-7.79084295856082,CHEMBL3661033,0.5520338087691494,695922,0.5026417752729835,0.14634146341463414,0.13829787234042554
COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4cccc(-c5ccnc(Nc6ccc(N7CCOCC7)cc6F)c5)c4F)cc23)CC1,AIxFuse|_C35_A0S6_R8|_C7_A3S0_R18,COCCN1CCC(CNC(=O)c2n[nH]c3ccc(-c4ccccc4F)cc23)CC1,Fc1cc(N2CCOCC2)ccc1Nc1ccccn1,c1ccc2[nH]ncc2c1,Nc1ccccn1,3.1038985808890516,0.15057250381449963,681.788,6.2385000000000055,107.64,8,3,11,True,-10.0834929152318,-7.98863159659697,CHEMBL496162,0.47679229669751,CHEMBL4847175,0.4220150069206673,0.1885245901639344,0.21774193548387097
COc1cc(C2=C(c3cn(CCO)c4ccccc34)C(=O)NC2C(=O)CN2C(=O)CCc3ccccc32)cc(OC)c1OC,AIxFuse|_C28_A4S9_R0|_C19_A10S2_R0,COc1cc(C2=C(c3cn(CCO)c4ccccc34)C(=O)NC2)cc(OC)c1OC,O=CCN1C(=O)CCc2ccccc21,COc1cccc(OC)c1OC,O=C1CCc2ccccc2N1,3.5697330272727257,0.28754536169253936,595.6520000000003,3.6171000000000024,119.33000000000001,8,2,10,True,-8.54468769348982,-9.69199430497226,CHEMBL4877117,0.4676322317356165,CHEMBL3394110,0.44561326612608665,0.09917355371900827,0.12096774193548387
CN(C(=O)c1ccc(Nc2cc(N)c(C(F)(F)F)cn2)cc1)c1cn(CCCn2ccnc2)c2ccccc12,AIxFuse|_C10_A6S0_R1|_C31_A7S17_R1,C(Cn1ccnc1)Cn1ccc2ccccc21,CNC(=O)c1ccc(Nc2cc(N)c(C(F)(F)F)cn2)cc1,c1ccc2[nH]ccc2c1,FC(F)(F)c1cccnc1,2.969314690766277,0.2573582893565268,533.5580000000002,5.944300000000004,94.00000000000001,7,2,8,True,-9.39534018014874,-7.51478997520922,CHEMBL1957949,0.5145578720345075,CHEMBL4784095,0.5457698275075294,0.11403508771929824,0.15126050420168066
COc1ccc(CCNc2nccc(-n3c(Cc4ccnc(NC(=O)C5CC5)c4)cnc3-c3ccc(Cl)c(Cl)c3)n2)cc1,AIxFuse|_C5_A5S0_R0|_C8_A5S30_R5,O=C(Nc1ccccn1)C1CC1,COc1ccc(CCNc2nccc(-n3c(C)cnc3-c3ccc(Cl)c(Cl)c3)n2)cc1,O=C(Nc1ccccn1)C1CC1,Nc1ncccn1,2.917198331987647,0.17198226150137388,614.5370000000001,6.633600000000006,106.85,8,2,11,True,-7.88216921985798,-7.05364641105485,CHEMBL2022419,0.4479244967844317,CHEMBL1771714,0.3912877340466183,0.12264150943396226,0.19626168224299065
Oc1ccc(C(=O)NCc2cccc3cnccc23)c2nc(-c3ccncc3)[nH]c12,AIxFuse|_C12_A4S6_R9|_C23_A9S0_R0,CNC(=O)c1ccc(O)c2[nH]c(-c3ccncc3)nc12,c1ccc2cnccc2c1,Oc1cccc2nc[nH]c12,c1ccc2cnccc2c1,2.5021689628081223,0.42929075778199477,395.42200000000014,3.8087000000000018,103.78999999999999,5,3,4,True,-8.37792490934117,-10.4842345646026,50721057,0.6437515344954579,CHEMBL1761568,0.5878747353170624,0.375,0.14736842105263157
Cc1nn(-c2c(Cl)cccc2-c2nc3c(N4C(=O)CCc5ncccc54)ncnc3[nH]2)c2c1c1c(c3cccn32)C(=O)NC1=O,AIxFuse|_C25_A5S75_R8|_C16_A10S0_R0,Cc1nn(-c2c(Cl)cccc2-c2nc3cncnc3[nH]2)c2c1c1c(c3cccn32)C(=O)NC1=O,O=C1CCc2ncccc2N1,Clc1ccccc1,O=C1CCc2ncccc2N1,3.7141065948099357,0.27630026858283135,615.0130000000003,4.462820000000004,156.06,10,2,3,True,-6.55870414861579,-5.74795236418258,CHEMBL340935,0.4417616987809674,CHEMBL1822309,0.2894152479644707,0.21568627450980393,0.10077519379844961
CCNc1nccc(-n2c(SCc3cn(-c4ccc(F)cc4)nn3)nc(-c3ccccc3)cc2=O)n1,AIxFuse|_C3_A4S75_R0|_C8_A5S0_R9,O=c1cc(-c2ccccc2)nc(SCc2cn(-c3ccc(F)cc3)nn2)[nH]1,CCNc1ncccn1,Fc1ccccc1,Nc1ncccn1,2.7556415050676986,0.25057501355896733,500.56300000000016,4.133400000000003,103.41000000000001,10,1,8,True,-7.03159515950592,-7.38774136241643,13931,0.49475351415561275,CHEMBL1761568,0.5142338555598013,0.24719101123595505,0.18811881188118812
COc1ccncc1NC(c1c(C#N)csc1NC=O)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,AIxFuse|_C15_A8S14_R0|_C21_A3S0_R2,COc1ccncc1NCc1ccnc2[nH]c(-c3ccc(F)cc3)nc12,N#Cc1csc(NC=O)c1,c1cnc2[nH]cnc2c1,N#Cc1ccsc1,3.7477199436962714,0.2598358003930304,499.5310000000002,4.870580000000002,128.61,8,3,8,False,-9.13013862176079,-5.8372276324463,CHEMBL2048663,0.5180665000960984,695949,0.4000188465887674,0.21495327102803738,0.21153846153846154
Cn1c(OCCNC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)c(F)cc43)cs2)nc(-c2ccncc2)cc1=O,AIxFuse|_C43_A2S44_R0|_C10_A6S3_R0,CCOc1nc(-c2ccncc2)cc(=O)n1C,NC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,Cn1cnc(-c2ccncc2)cc1=O,Clc1ccccc1,3.172007761268042,0.20381394448111023,616.0780000000001,5.587600000000004,115.96000000000001,10,2,9,True,-6.72851770875182,-9.66486402164003,CHEMBL304533,0.4576015258682349,CHEMBL4876387,0.5708491076257436,0.184,0.7195121951219512
O=C(NCCCN1CCOCC1)c1cccc(C(=O)Nc2n[nH]c3ccc(-c4cccc(F)c4F)cc23)c1,AIxFuse|_C35_A6S19_R1|_C2_A7S0_R1,O=CNc1n[nH]c2ccc(-c3cccc(F)c3F)cc12,O=C(NCCCN1CCOCC1)c1ccccc1,c1ccc2[nH]ncc2c1,NC(=O)c1ccccc1,2.5143812815721382,0.3030610386864456,519.5520000000002,4.212500000000003,99.35,5,3,8,True,-9.82866705287325,-9.34850735617073,CHEMBL1091083,0.5573137784639135,CHEMBL1773329,0.4800957531696073,0.2631578947368421,0.19791666666666666
Cc1nnc(-c2ccc3occ(CN4CCCC(Nc5ncc(Cl)c(-c6c[nH]c7cccc(N8CCC(S(C)(=O)=O)CC8)c67)n5)C4)c3c2)s1,AIxFuse|_C19_A6S0_R4|_C18_A6S11_R1,Cc1nnc(-c2ccc3occc3c2)s1,CN1CCCC(Nc2ncc(Cl)c(-c3c[nH]c4cccc(N5CCC(S(C)(=O)=O)CC5)c34)n2)C1,c1ccc2occc2c1,c1ccc2[nH]ccc2c1,3.8998182930419567,0.17067637299863264,717.3209999999999,6.941320000000008,133.14,11,2,8,True,-8.74147264552988,-8.23115357990934,CHEMBL4791654,0.4625890736342043,CHEMBL4062023,0.44624339332307483,0.140625,0.15
N#CCc1cnc(-c2ccc3occc3c2)n1-c1ccnc(Nc2coc3ccccc23)n1,AIxFuse|_C19_A6S0_R0|_C8_A0S0_R9,c1ccc2occc2c1,Nc1nccc(-n2c(CC#N)cnc2-c2ccc3occc3c2)n1,c1ccc2occc2c1,Nc1ncccn1,3.0885851584279482,0.3761173781409792,432.44300000000015,5.631380000000004,105.7,8,1,5,True,-7.14608385457011,-9.96420319848326,CHEMBL3734985,0.48989748183537374,784810,0.7636662037621512,0.09090909090909091,0.4634146341463415
CN(CCCn1nc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21)c1ccc(Nc2nc3ccccc3[nH]2)c2ccccc12,AIxFuse|_C10_A6S28_R0|_C13_A9S0_R1,CNCCCn1nc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,c1ccc2c(Nc3nc4ccccc4[nH]3)cccc2c1,c1ccc2[nH]ccc2c1,c1ccc2ccccc2c1,3.1663463669581677,0.12026405415522577,656.7500000000002,7.384400000000006,123.73000000000002,7,4,9,True,-9.74806840632511,-9.031082673728,CHEMBL561066,0.5085207376857832,CHEMBL3355996,0.4775415375950437,0.17699115044247787,0.2727272727272727
CN(C)C(=O)N1CCn2cc(C3=C(c4nc(Nc5ccc(C#N)cc5)ncc4Cl)C(=O)NC3=O)c3cccc(c32)C1,AIxFuse|_C0_A2S0_R14|_C1_A6S0_R4,CN(C)C(=O)N1CCn2cc(C3=CC(=O)NC3=O)c3cccc(c32)C1,N#Cc1ccc(Nc2ncc(Cl)cn2)cc1,O=C1C=CC(=O)N1,Clc1cncnc1,3.158891969619021,0.35883607207289986,567.0090000000001,3.764380000000001,136.25,8,2,4,True,-8.07417612692689,-6.40505508838797,51159588,0.6671508812705791,CHEMBL3356006,0.4213375115732497,0.43956043956043955,0.16129032258064516
COc1ccc(C(NCC2CCN(CC(O)=O)CC2)c2n[nH]c3ccc(-c4ccc(O)cc4)cc23)cc1OC,AIxFuse|_C35_A6S26_R39|_C4_A4S0_R1,OC(=O)CN1CCC(CNCc2n[nH]c3ccc(-c4ccc(O)cc4)cc23)CC1,COc1ccccc1OC,c1ccc2[nH]ncc2c1,COc1ccccc1,3.185182121649996,0.2377893970608254,530.6250000000001,4.428300000000003,119.94,7,4,10,True,-9.72073876334353,-8.05004720949799,CHEMBL4877117,0.537150466045273,CHEMBL1923204,0.47852278679937144,0.09243697478991597,0.1509433962264151
CSc1ccc(NC2=C(c3ccc(Oc4c(Br)csc4NC(=O)Cn4c(=O)ccc5ccc(C#N)cc54)cc3)C(=O)NC2=O)cc1,AIxFuse|_C62_A5S19_R0|_C15_A4S0_R1,CSc1ccc(NC2=C(c3ccc(O)cc3)C(=O)NC2=O)cc1,N#Cc1ccc2ccc(=O)n(CC(=O)Nc3cc(Br)cs3)c2c1,CSc1ccccc1,O=CNc1cc(Br)cs1,3.218345229934279,0.11899525414441536,712.6070000000001,6.329680000000006,142.32,10,3,9,True,-8.12341555729457,-10.4581707721563,CHEMBL4777312,0.44082173624917165,50659456,0.5021502656210473,0.18705035971223022,0.5054945054945055
