SMILES,Title,Rationale,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
C1=CC(Nc2ccc(Nc3nccc(-c4ccccc4)n3)cc2)CC1,RationaleRL_25,c1ccc(-c2ccnc(Nc3ccc([NH2:1])cc3)n2)cc1,-8.76421443728035,-9.05628744416603,328.4190000000001,5.017700000000002,2.742509384019078,0.6458732604484153,49.84,4,2,5,True,CHEMBL404565,0.665803461905411,CHEMBL1771656,0.6679283738535449,0.2465753424657534,0.3333333333333333
Cc1cc2c(-c3ccnc(NC4CCN(C5N=CO5)CC4)n3)c[nH]c2cc1Br,RationaleRL_26,Brc1cc2[nH]cc(-c3ccnc(NC4CCN([CH2:1][NH2:3])CC4)n3)c2c[cH:2]1,-7.71523001531501,-8.20081076728826,441.33300000000014,3.914220000000002,3.5441054873768927,0.6420939562776427,78.43,6,2,4,True,13892,0.6957661554594311,CHEMBL4551217,0.597158081705151,0.21428571428571427,0.1368421052631579
Cc1cc2c(-c3ccnc(NC4CCN(C5=COC5)CC4)n3)c[nH]c2cc1Br,RationaleRL_27,Brc1cc2[nH]cc(-c3ccnc(NC4CC[NH:1]CC4)n3)c2c[cH:2]1,-7.47305991239744,-8.39697447368159,440.3450000000001,4.443720000000003,3.003322074577193,0.6280638422237208,66.07,5,2,4,True,CHEMBL254155,0.5580020859891065,CHEMBL4851793,0.6367473618870267,0.20454545454545456,0.10204081632653061
CC=CCC(=O)N1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,RationaleRL_28,O=[CH:1]N1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,-8.69560387578877,-9.08761765957762,376.46400000000017,3.389000000000002,2.764433623461912,0.6667185354483858,86.8,5,2,5,True,13891,0.641260162601626,CHEMBL246543,0.7566769561132733,0.2558139534883721,0.4430379746835443
CC1NC(N2CCC(Nc3nccc(-c4c[nH]c5ncccc45)n3)CC2)=CC1=O,RationaleRL_29,c1cnc2[nH]cc(-c3ccnc(NC4CCN([CH2:2][NH2:1])CC4)n3)c2c1,-9.27054541576772,-7.87390489641581,389.4630000000002,2.2984,3.518045277508458,0.6296250924282695,98.83000000000001,7,3,4,True,13884,0.6364264970266906,CHEMBL245732,0.7455643639109097,0.2631578947368421,0.3372093023255814
C=CC(C)C(=O)N1CCC(Nc2nccc(-c3c[nH]c4c(C)ccc(O)c34)n2)CC1,RationaleRL_30,O=[CH:2]N1CCC(Nc2nccc(-c3c[nH]c4c3c(O)cc[cH:1]4)n2)CC1,-8.04224027956025,-7.53584016045643,405.50200000000024,3.863920000000001,3.429697646643975,0.5604833553070387,94.14,5,3,5,True,CHEMBL4635900,0.6195092024539877,CHEMBL3220487,0.5335267569310123,0.1568627450980392,0.12745098039215685
CC=C(C)Nc1cccc(-c2ccnc(Nc3ccccc3)n2)c1,RationaleRL_31,c1ccc(Nc2nccc(-c3cccc([NH2:1])c3)n2)cc1,-9.17048713084737,-8.53839970563535,316.408,5.222800000000004,2.1803991776163922,0.6770557412729579,49.84,4,2,5,True,CHEMBL256518,0.7092968381311939,CHEMBL203792,0.5792293952538913,0.288135593220339,0.20967741935483872
CC(=N)N1CCC(Nc2nccc(-c3c[nH]c4cc(F)cc(O)c34)n2)CC1,RationaleRL_32,Oc1c[cH:1]cc2[nH]cc(-c3ccnc(NC4CCN([CH3:2])CC4)n3)c12,-7.74700875755603,-8.43993119146694,368.41600000000017,3.343070000000001,2.854161526273586,0.419556985593045,100.92000000000002,5,4,3,False,CHEMBL4641082,0.6521226415094339,CHEMBL1822309,0.5199376253063043,0.17204301075268819,0.11320754716981132
Cc1cc2c(-c3ccnc(NC4CCN(C5C=CO5)CC4)n3)c[nH]c2cc1Br,RationaleRL_33,Brc1cc2[nH]cc(-c3ccnc(NC4CCN([CH2:2][OH:1])CC4)n3)c2c[cH:3]1,-7.70178547942072,-7.93237783298307,440.34500000000014,4.442120000000003,3.478450786522192,0.628130183883806,66.07,5,2,4,True,13892,0.7006544502617801,CHEMBL4551217,0.6118053076282279,0.21428571428571427,0.125
CC1C=CSc2cc(Nc3nccc(-c4ccccc4)n3)ccc2S1,RationaleRL_34,c1ccc(-c2ccnc(Nc3ccc([SH:1])c([SH:2])c3)n2)cc1,-8.81491424459073,-8.18340555049769,363.5110000000001,5.987200000000004,3.2650522280939214,0.6187493456577908,37.81,5,1,3,True,CHEMBL404242,0.6138009912314144,CHEMBL3100083,0.5424868565839345,0.225,0.1728395061728395
CC=CCN1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,RationaleRL_35,c1cnc2[nH]cc(-c3ccnc(NC4CC[NH:1]CC4)n3)c2c1,-9.34157452471512,-8.93442700208703,348.4540000000001,3.4723000000000015,2.677189129823301,0.6910461609909037,69.73,5,2,5,True,CHEMBL2391120,0.6031689301882297,CHEMBL2425655,0.7548076923076923,0.09473684210526316,0.25925925925925924
CC=CCC(=O)N1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,RationaleRL_36,c1cnc2[nH]cc(-c3ccnc(NC4CCN([CH2:1][CH3:2])CC4)n3)c2c1,-8.69560387578877,-9.08761765957762,376.46400000000017,3.389000000000002,2.764433623461912,0.6667185354483858,86.8,5,2,5,True,13891,0.641260162601626,CHEMBL246543,0.7566769561132733,0.2558139534883721,0.4430379746835443
Cc1cc2[nH]cc(-c3ccnc(NC4CCN(C=O)CC4)n3)c2cc1Br,RationaleRL_37,Brc1cc2c(-c3ccnc(NC4CCN([CH3:1])CC4)n3)c[nH]c2c[cH:2]1,-8.18761624248492,-8.20966218247131,414.30700000000013,3.7285200000000023,2.8286701048482765,0.6385243447919592,73.91,4,2,4,False,CHEMBL255948,0.6254319281271596,CHEMBL4851793,0.6098243827946042,0.2597402597402597,0.13978494623655913
CC[SH](OC)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,RationaleRL_38,c1ccc(-c2ccnc(Nc3ccc([SH:1])cc3)n2)cc1,,,339.46400000000006,4.828600000000003,3.2974198309533325,0.6316278304015446,47.04,4,2,6,True,,,,,,
Cc1cc2[nH]cc(-c3ccnc(NC4CCN(C5=CCN5)CC4)n3)c2cc1Br,RationaleRL_39,Brc1cc2c(-c3ccnc(NC4CCN([CH2:2][NH2:3])CC4)n3)c[nH]c2c[cH:1]1,-7.68176701933003,-7.82392311290287,439.36100000000016,4.016720000000002,2.993291305346423,0.5732625121226107,68.87,5,3,4,True,CHEMBL423323,0.5769864820309925,CHEMBL4851793,0.6091911764705882,0.12244897959183673,0.11578947368421053
CC1=CC1=CS(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,RationaleRL_40,c1ccc(-c2ccnc(Nc3ccc([SH:1])cc3)n2)cc1,-8.74155732682292,-8.68614447006861,359.45400000000006,4.838600000000004,3.1361700988445573,0.7081981492124817,54.88,4,1,5,True,CHEMBL573267,0.6018172100481026,CHEMBL1771661,0.6038201663201663,0.15789473684210525,0.13924050632911392
Fc1cc2[nH]cc(-c3ccnc(NC4CCN(C5C=C5)CC4)n3)c2cc1Br,RationaleRL_41,Brc1cc2c(-c3ccnc(NC4CC[NH:2]CC4)n3)c[nH]c2c[cH:1]1,-7.87825969006928,-8.50630898613018,428.30900000000014,4.341200000000003,2.9518590979326955,0.6074864940321826,56.84,4,2,4,True,CHEMBL410926,0.6186483739837398,CHEMBL2425655,0.6706167176350663,0.18072289156626506,0.23170731707317074
Cc1cc2c(-c3ccnc(NC4CCN(C5OC=C5NO)CC4)n3)c[nH]c2cc1Br,RationaleRL_42,Brc1cc2[nH]cc(-c3ccnc(NC4CCN([CH2:1][OH:2])CC4)n3)c2c[cH:3]1,-9.28560392162671,-8.81578286295678,471.3590000000001,3.7486200000000007,3.731480551933412,0.4210691416136795,98.33000000000001,7,4,5,True,CHEMBL3398205,0.5714881200500208,CHEMBL3100083,0.62296445976465,0.11009174311926606,0.15789473684210525
C=C1C=CC(N2CCC(Nc3nccc(-c4c[nH]c5ncccc45)n3)CC2)C1,RationaleRL_43,c1cnc2[nH]cc(-c3ccnc(NC4CCN([CH2:1][CH3:2])CC4)n3)c2c1,-9.76050706294349,-9.0626657253345,372.47600000000017,3.7809000000000026,3.5355795683160345,0.7293223829416746,69.73,5,2,4,True,CHEMBL3093049,0.5800025703637064,CHEMBL2425655,0.7752262596244766,0.12222222222222222,0.23529411764705882
Cc1cc2c(-c3ccnc(NC4CCN(C5C=C5O)CC4)n3)c[nH]c2cc1Br,RationaleRL_44,Brc1cc2[nH]cc(-c3ccnc(NC4CC[NH:1]CC4)n3)c2c[cH:2]1,-8.31943913586927,-7.97229669761375,440.34500000000014,4.396220000000002,3.3836171540435602,0.5609846443386768,77.07,5,3,4,True,50840603,0.5808917197452229,CHEMBL4851793,0.6089563195888903,0.16326530612244897,0.125
CC(=O)N1CCC(Nc2nccc(-c3c[nH]c4c(C5C=CO5)ccc(O)c34)n2)CC1,RationaleRL_45,O=[CH:1]N1CCC(Nc2nccc(-c3c[nH]c4c3c(O)cc[cH:2]4)n2)CC1,-8.46361505569894,-8.44198866647527,405.4580000000002,3.338300000000001,3.5160415043731117,0.6151522933816397,103.37,6,3,4,True,CHEMBL4546384,0.6056861804222649,CHEMBL245533,0.6396107748902338,0.12121212121212122,0.33707865168539325
CC1=CC1Sc1ccc(Nc2nccc(-c3ccccc3)n2)cc1,RationaleRL_46,c1ccc(-c2ccnc(Nc3ccc([SH:1])cc3)n2)cc1,-8.59058873284742,-8.46441525442481,331.444,5.307800000000004,2.7984974133709137,0.6431513822875556,37.81,4,1,5,True,CHEMBL404565,0.6672605180211046,CHEMBL3100083,0.606597991915504,0.22972972972972974,0.20270270270270271
Cc1cc2[nH]cc(-c3ccnc(NC4CCN(C5C=CO5)CC4)n3)c2cc1Br,RationaleRL_47,Brc1cc2c(-c3ccnc(NC4CCN([CH3:1])CC4)n3)c[nH]c2c[cH:2]1,-7.99984542302067,-7.27605108845575,440.34500000000014,4.442120000000003,3.4847653164367216,0.628130183883806,66.07000000000001,5,2,4,True,CHEMBL4641082,0.626534407935524,CHEMBL1822309,0.523239512563356,0.1956521739130435,0.10185185185185185
CSc1ccc(Nc2nccc(-c3ccccc3)n2)cc1[SH]1C=C(C)C1,RationaleRL_48,c1ccc(-c2ccnc(Nc3ccc([SH:1])c([SH:2])c3)n2)cc1,-9.19952265557172,-8.56240629724152,379.5540000000001,5.886600000000005,3.5673947142291738,0.42829661302982186,37.81,4,2,5,True,CHEMBL3895998,0.5809777571825765,CHEMBL4795574,0.562190900098912,0.14736842105263157,0.09411764705882353
CC1C=NC(N2CCC(Nc3nccc(-c4c[nH]c5ncccc45)n3)CC2)C1,RationaleRL_49,c1cnc2[nH]cc(-c3ccnc(NC4CCN([CH2:2][NH2:1])CC4)n3)c2c1,-9.56636635580455,-9.28967418799145,375.4800000000002,3.3329000000000013,3.9032395692698696,0.7308650893359889,82.08999999999999,6,2,4,True,CHEMBL1077243,0.5835873673942202,CHEMBL2425655,0.7425506555423123,0.15217391304347827,0.25
CN1CCC(Nc2nccc(-c3c[nH]c4cc(Br)cc(C5=CO5)c34)n2)CC1,RationaleRL_50,Brc1cc2[nH]cc(-c3ccnc(NC4CC[NH:1]CC4)n3)c2[cH:2]c1,-8.3286987581705,-7.30829346009004,426.3180000000002,4.222100000000002,2.9977661985244115,0.6539893852729063,69.37,5,2,4,True,50234942,0.6341012689417272,CHEMBL1681998,0.5906246165173641,0.16091954022988506,0.11494252873563218
C=C(C=O)Nc1cc(OC)cc(-c2ccnc(Nc3ccccc3)n2)c1,RationaleRL_51,c1ccc(Nc2nccc(-c3cc([NH2:1])cc([OH:2])c3)n2)cc1,-8.80159926181426,-9.50008365379282,346.39000000000004,4.0203000000000015,2.4898768740790445,0.496988000599601,76.14,6,2,7,False,50230999,0.7828015452854485,CHEMBL203792,0.6700235417211614,0.391304347826087,0.18055555555555555
Cc1cc(Br)cc2[nH]cc(-c3ccnc(NC4CCN(C5=CC=N5)CC4)n3)c12,RationaleRL_52,Brc1cc2[nH]cc(-c3ccnc(NC4CCN([CH2:3][NH2:2])CC4)n3)c2[cH:1]c1,-6.847066046459,-6.38604525394114,437.3450000000003,4.497920000000003,3.033751134406253,0.6309761985242383,69.2,5,2,4,True,13913,0.6450711382113821,CHEMBL1761567,0.478515822464867,0.2,0.13402061855670103
CCC(C)c1cc2c(-c3ccnc(NC4CCN(C(C)=O)CC4)n3)c[nH]c2cc1Br,RationaleRL_53,O=[CH:2]N1CCC(Nc2nccc(-c3c[nH]c4cc(Br)[cH:1]cc34)n2)CC1,-8.91882532700093,-8.31583185973848,470.41500000000013,5.323700000000005,3.1881180991326623,0.5292646996900414,73.91,4,2,5,True,1216168,0.5957941456197824,CHEMBL4851793,0.585301536344875,0.18811881188118812,0.1414141414141414
C=CC(=O)N1CCC(Nc2nccc(-c3c[nH]c4c(OC)ccc(O)c34)n2)CC1,RationaleRL_54,O=[CH:1]N1CCC(Nc2nccc(-c3c[nH]c4c3c(O)cc[cH:2]4)n2)CC1,-7.66136281280671,-8.2136135082202,393.44700000000023,2.928000000000001,2.822596339500837,0.5760828215960582,103.37,6,3,5,False,CHEMBL4546384,0.562766967252017,CHEMBL245533,0.6563335764648675,0.15789473684210525,0.38823529411764707
C=C(C)Nc1ccc(-c2ccnc(Nc3ccccc3)n2)cc1,RationaleRL_55,c1ccc(Nc2nccc(-c3ccc([NH2:1])cc3)n2)cc1,-7.30291931108564,-7.18173375890601,302.38100000000003,4.832700000000003,2.0315599796328456,0.7082749012811115,49.84,4,2,5,True,CHEMBL4077048,0.5993252886985857,CHEMBL1771661,0.616902196725899,0.12658227848101267,0.136986301369863
C=CC(=CCC)N1CCC(Nc2nccc(-c3c[nH]c4ncccc34)n2)CC1,RationaleRL_56,c1cnc2[nH]cc(-c3ccnc(NC4CCN([CH2:2][CH3:1])CC4)n3)c2c1,-8.39596932211506,-9.0214759980406,374.4920000000002,4.376100000000003,3.0294506966326438,0.6268963797351328,69.73,5,2,6,True,13891,0.7112815765110435,CHEMBL485323,0.7606234181430664,0.27380952380952384,0.3218390804597701
C=Cc1ccc(Nc2nccc(-c3cccc(OC)c3)n2)cc1,RationaleRL_57,c1cc(-c2ccnc(Nc3ccc([CH3:1])cc3)n2)cc([OH:2])c1,-9.02119061556788,-8.92063374496924,303.365,4.538800000000004,2.018990978484741,0.7514756800170481,47.040000000000006,4,1,5,True,CHEMBL1630484,0.7126792698826597,CHEMBL1771656,0.6454165422514183,0.288135593220339,0.328125
C1=NCC1Nc1cccc(-c2ccnc(Nc3ccccc3)n2)c1,RationaleRL_58,c1ccc(Nc2nccc(-c3cccc([NH2:1])c3)n2)cc1,-9.16295444627976,-9.20858432611731,315.38,3.7521000000000013,2.868439016837872,0.7524756612721791,62.2,5,2,5,True,CHEMBL256518,0.7340684287335819,CHEMBL203792,0.7577934204855624,0.2698412698412698,0.19696969696969696
Cc1cc2[nH]cc(-c3ccnc(NC4CCN(C5=CCC5O)CC4)n3)c2cc1Br,RationaleRL_59,Brc1cc2c(-c3ccnc(NC4CCN([CH3:1])CC4)n3)c[nH]c2c[cH:2]1,-8.60830095682014,-7.45412302557493,454.3720000000002,4.220620000000002,3.4676592012317933,0.5505406572222482,77.07000000000001,5,3,4,True,CHEMBL3110144,0.5733857517274243,CHEMBL401123,0.5701754385964912,0.11956521739130435,0.1276595744680851
C=COc1cccc(-c2ccnc(Nc3ccc(NC)cc3)n2)c1,RationaleRL_60,c1cc(-c2ccnc(Nc3ccc([NH2:2])cc3)n2)cc([OH:1])c1,-8.84656173839977,-8.60446510422303,318.38000000000005,4.451200000000003,2.323240056737271,0.657522528863781,59.07,5,2,6,True,CHEMBL188938,0.7018958053440811,CHEMBL2425655,0.6330483569329415,0.3235294117647059,0.1794871794871795
CN1CCC(Nc2nccc(-c3c[nH]c4cc(C5=CCO5)c(Br)cc34)n2)CC1,RationaleRL_61,Brc1cc2c(-c3ccnc(NC4CC[NH:2]CC4)n3)c[nH]c2c[cH:1]1,-7.59081873227033,-7.76101764840824,440.3450000000002,4.264600000000002,3.020282758337876,0.6347880495704387,66.07000000000001,5,2,4,True,CHEMBL3410098,0.5984742530197076,CHEMBL1681998,0.5873149596822722,0.14772727272727273,0.10112359550561797
